"publ_id","publ_titulo","publ_ano","publ_doi","publ_numero","publ_volumen","publ_paginainicio","publ_paginafinal","publ_issn"
9930,"Criterios de uso y conservación de árboles en potreros basados en el conocimiento local de los ganaderos en una zona de bosque seco tropical en Colombia","2021","10.17138/tgft(9)321-336","3","9","321","336","['2346-3775']"
8855,"Crop pests and predators exhibit inconsistent responses to surrounding landscape composition","2018","10.1073/pnas.1800042115","33","115","E7863","E7863","['0027-8424', '1091-6490']"
8866,"Crop photoperiodism model 2.0 for the flowering time of sorghum and rice that includes daily changes in sunrise and sunset times and temperature acclimation","2021","10.1093/aob/mcab048","1","128","97","113","['0305-7364', '1095-8290']"
10202,"Crop-photoperiodism model 2.0 for the panicle-initiation date of sorghum and rice that includes daily changes in sunrise and sunset times","2020","10.1101/2020.11.29.402628",NULL,NULL,NULL,NULL,NULL
8867,"Cropping pattern simulation-optimization model for water use efficiency and economic return","2021","10.4081/jae.2021.1197","4","52",NULL,NULL,"['2239-6268', '1974-7071']"
4713,"Cruces de ganado de doble propósito en el Piedemonte Llanero,1. Peso corporal hasta los 18 meses.","1990",NULL,"4",NULL,"301","306","0018-8794"
4911,"Cruces de ganado de doble propósito en el Piedemonte Llanero :2. Aspectos reproductivos","1991",NULL,"1-feb",NULL,"137","144",NULL
4709,"Cruces de ganado de doble propósito en el Piedemonte Llanero, 3. Producción de leche y carne.","1991",NULL,"3-abr",NULL,"245","253",NULL
4948,"Cruces de ganado de doble propósito en la Costa Atlántica colombiana, 1. Peso corporal hasta los 18 meses.","1990",NULL,"4",NULL,"p.307","314","0018-8794"
4727,"Cruces de ganado de doble propósito en la Costa Atlántica colombiana :2. Aspectos reproductivos","1991",NULL,NULL,NULL,"117","125",NULL
4842,"Cruces de ganado de doble propósito en la Costa Atlántica colombiana, 3. Producción de leche y carne.","1991",NULL,"3-abr","26","265","274",NULL
4868,"Cruces de ganado de doble propósito en la zona montañosa baja colombiana, 1. Peso corporal hasta los 18 meses.","1990",NULL,"4",NULL,"315","322","0018-8794"
4693,"Cruces de ganado de doble propósito en la zona montañosa baja Colombiana :2. Aspectos reproductivos","1991",NULL,"1-feb",NULL,"127","135",NULL
4940,"Cruces de ganado de doble propósito en la zona montañosa baja colombiana, 3. Producción de leche y carne.","1991",NULL,"3-abr",NULL,"255","264",NULL
8868,"Crude Glycerin and Energy Density of Diets for Growing, Pre-Lay and Pre-Peak Backcob Brown Egg-Laying Hens","2020","10.1590/1806-9061-2019-1179","2","22","1","1","['1806-9061', '1516-635X']"
10365,"Crypticerya genistae Hempel (Hemiptera: Monophlebidae) nuevo registro de insecto escama invasor para Cuba","2016",NULL,"2","20","85","92","1562-3009, 1818-1686"
6832,"Cuantificación e interpolación de tendencias locales de temperatura y precipitación en zonas alto andinas de Cundinamarca y Boyacá (Colombia).-","2010","10.21930/rcta.vol11_num2_art:209",NULL,"11","173","182","0122-8706"
6466,"Cuantificación voltamétrica de carbofurano en papa (Solanum tuberosum L., Solanaceae)","2017","10.21930/rcta.vol18_num2_art:627",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
10259,"Current State of Cocoa Plantation: A Review of its Main Limitations","2020","10.19053/01228420.v17.n2.2020.10729","2","17","1","11","2539-0899"
8869,"Current status of prevalence and risk factors associated with liver fluke Fasciola hepatica in cattle raised in different altitudinal regions of Colombia","2020","10.1016/j.vprsr.2020.100487",NULL,"22","100487",NULL,"['2405-9390']"
10398,"Current status of the Animal Germplasm Bank in Colombia: organization and management","2021","10.53588/alpa.293408","3-abr","29","151","162","2075-8359"
9596,"Current status of the Citrus leprosis virus (CiLV-C) and its vector Brevipalpus phoenicis (Geijskes)","2012",NULL,"2","30","242","250","1209965"
10061,"Curvas de absorción de macronutrientes en tres variedades de caña de azúcar (Saccharum officinarum L.) para panela, en la Hoya del Río Suárez","2018","10.31910/rudca.v21.n2.2018.995","2","21","395","395","['0123-4226', '2619-2551']"
4841,"Curvas de crecimiento predestete en terneros del sistema de doble propósito.","1994",NULL,"2","29","165","169",NULL
8871,"Cut-Lengths of Perennial Ryegrass Leaf-Blades Influences In Vitro Fermentation by the Anaerobic Fungus Neocallimastix frontalis","2020","10.3390/microorganisms8111774","11","8","1774","1","['2076-2607']"
10381,"Cytogenetic and cytological analysis of Colombian cape gooseberry genetic material for breeding purposes","2021","10.36253/caryologia-1081","3","74","21","30","2165-5391"
6292,"Cytogenetics of Physalis peruviana L. and Physalis floridana Rydb. genotypes with differential response to Fusarium oxysporum||Citogenética de genotipos de uchuva, Physalis peruviana L., y Physalis floridana Rydb., con respuesta diferencial a Fusarium oxysporum","2015",NULL,NULL,NULL,NULL,NULL,NULL
4785,"Daños ocasionados por el perforador del aguacate Heilipus lauri Boheman (Coleoptera: Curculionidae) en Tolima (Colombia)","2010","10.21930/rcta.vol11_num2_art:203","2","11","129","136","0122-8706"
8872,"Data describing Upland cotton cultivars and advanced breeding lines used in Colombia","2019","10.1016/j.dib.2019.104140",NULL,"25","104140",NULL,"['2352-3409']"
8873,"Data on morphological features of mycosis induced by Colletotrichum nymphaeae and Lecanicillium longisporum on citrus orthezia scale","2016","10.1016/j.dib.2016.05.008",NULL,"8","49","51","['2352-3409']"
8874,"Decision-making in the purchase of equipment in agricultural research laboratories: a multiple-criteria approach under partial information","2021","10.5267/j.dsl.2021.7.004","4","10","451","462","['1929-5804', '1929-5812']"
10200,"Decline and death of Espeletia species in the tropical alpineecosystem of the Northern Andes: A conceptual model","2020","10.31219/osf.io/9mkp6",NULL,NULL,"26",NULL,NULL
7360,"Deficit irrigation and emerging fruit crops as a strategy to save water in Mediterranean semiarid agrosystems.-","2018","10.1016/j.agwat.2017.08.015",NULL,"202","311","324","0378-3774"
4934,"Degradabilidad ruminal de fracciones de carbohidratos en forrajes tropicales determinada por métodos in vitro e insitu.","2005",NULL,"1",NULL,"52","57",NULL
4944,"Degradación in vitro de Bouteloua repens por cultivos de R. flavefaciens y F. succinogenes aislados de ganado alimentado con pastos tropicales en Colombia.","2003",NULL,NULL,NULL,"29","35",NULL
4898,"Degradación microbiana in situ de tejidos foliares de gramíneas y leguminosas y su relación con indicadores de calidad nutricional.","2005",NULL,"1","6","100","116",NULL
6291,"Degradation of vitamin C in a product made from mango (Mangifera indica L.) and whey protein||Degradación de la vitamina C en un producto de mango (Mangifera indica L.) y lactosuero||Degradação da vitamina C em um produto de manga (Mangifera indica L.) e lactisoro","2016",NULL,NULL,NULL,NULL,NULL,NULL
8875,"Deletion Genotypes Reduce Occlusion Body Potency but Increase Occlusion Body Production in a Colombian Spodoptera frugiperda Nucleopolyhedrovirus Population","2013","10.1371/journal.pone.0077271","10","8","e77271",NULL,"['1932-6203']"
8876,"Delimiting genera of scale insects: molecular and morphological evidence for synonymising<i>Taiwansaissetia</i>Tao, Wong and Chang with<i>Coccus</i>Linnaeus (Hemiptera: Coccoidea: Coccidae)","2013","10.1111/j.1365-3113.2012.00664.x","2","38","249","264","['0307-6970']"
8877,"Demography and rapid local adaptation shape Creole cattle genome diversity in the tropics","2018","10.1111/eva.12641","1","12","105","122","['1752-4571', '1752-4571']"
6413,"Desarrollo de la mancha foliar por Bipolaris maydis (teleomorfo: Cochliobolus heterostrophus) en maíz dulce, en función de nitrógeno, potasio y silicio en invernadero","2020",NULL,"3","21","1","15",NULL
9938,"Desarrollo de un sistema de fermentación líquida y de enquistamiento para una bacteria fijadora de nitrógeno con potencial como biofertilizante","2017","10.1016/j.ram.2016.06.005","3","49","289","296","['0325-7541']"
4956,"Desarrollo en Colombia de un programa nacional de fomento de bovinos criollos.","2005",NULL,"2","32","48","53",NULL
10138,"Desarrollo rural y agricultura familiar en Argentina: una aproximación a la coyuntura desde las políticas estatales","2019","10.1590/1806-9479.2019.191195","2","57","339","352","['1806-9479', '0103-2003']"
6517,"Desarrollo y evaluación de un medio de cultivo alternativo para la multiplicación de Azospirillum brasilense C16 mediante diseños estadísticos secuenciados","2013","10.21930/rcta.vol13_num2_art:256",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
9936,"Descomposición y liberación de nutrientes en biomasa por poda de cacao (Theobroma cacao L.) en Rionegro, Santander, Colombia","2021","10.15517/am.v32i3.41608",NULL,"32","888","900","['2215-3608', '1021-7444']"
4741,"Descripción de síntomas de mancha anular en el híbrido interespecífico de palma aceitera OxG (Elaeis oleifera x Elaeis guineensis)","2010","10.21930/rcta.vol11_num1_art:194","1","11","48","52","0122-8706"
10303,"Description and Biological Studies of a New Species of Metaphycus Mercet, 1917 (Hymenoptera: Encyrtidae), A Parasitoid of Capulinia linarosae Kondo & Gullan","2019","10.1177/1179543319857962",NULL,"11",NULL,NULL,"1179-5433"
8878,"Description of a new coccid (Hemiptera, Coccidae) on avocado (Persea americana Mill.) from Colombia, South America","2010","10.3897/zookeys.42.377",NULL,"42","37","45","['1313-2970', '1313-2989']"
8879,"Description of a new soft scale insect of the genus Pulvinaria Targioni Tozzetti (Hemiptera, Coccoidea, Coccidae) from Bogota, Colombia","2015","10.3897/zookeys.484.9280",NULL,"484","111","120","['1313-2970', '1313-2989']"
8880,"Description of a new species of Toumeyella Cockerell (Hemiptera, Coccidae) from Mexico, with a taxonomic key to mexican species","2011","10.1590/s0085-56262011005000019","2","55","229","233","['1806-9665']"
8860,"Description of two new species of Cryptinglisia Cockerell (Hemiptera: Coccomorpha: Coccidae) associated with rosemary, Rosmarinus officinalis L. (Lamiaceae) in Colombia","2018","10.11646/zootaxa.4420.3.4","3","4420","379","379","['1175-5334', '1175-5326']"
8881,"Descriptions of all female stages of the maple mealybug, Phenacoccus aceris (Hemiptera: Coccoidea: Pseudococcidae), with notes on its biology","2015","10.17109/azh.61.3.5.2015","3","61","255","277","['1217-8837', '2064-2474']"
10182,"Desempenho de vacas mestiças em função de suplementação energética e proteica em dietas à base de silagem de milho","2015","10.1590/1678-4162-6752","3","67","827","836","['0102-0935']"
10199,"Desempeño de tres grupos raciales de novillos suplementados con subproductos agroindustriales en pastoreo","2020","10.15517/nat.v14i2.43767","2","14","51","74","2215-3527"
10103,"Desempeño fisiológico de nueve genotipos de cacao (&lt;i&gt;Theobroma cacao&lt;/i&gt; L.) bajo la sombra de tres especies forestales en Santander, Colombia","2018","10.17584/rcch.2018v12i1.7341","1","12","223","232","['2422-3719', '2011-2173']"
10119,"Desempeño productivo de siete genotipos de soya en suelos ácidos de la Orinoquía colombiana","2020","10.15517/am.v31i1.34440",NULL,"31","59","68","['2215-3608']"
10118,"Desempeño productivo y adaptación de Jatropha curcas L. en tres ecorregiones en Colombia","2020","10.15517/am.v31i2.39213",NULL,"31","277","290","['2215-3608', '1659-1321']"
6623,"Desenvolvimento e mapeamento de microssatélites gênicos (EST-SSRs) de camu-camu (Myrciaria dubia [H.B.K.] McVaugh)","2008","10.21930/rcta.vol9_num1_art:100",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
10058,"Desequilibrio de ligamiento, estratificación y patrones de ancestría en ganado Simmental","2020","10.21071/az.v69i266.5109","266","69","148","154","['1885-4494']"
8882,"Design and testing of a sweat meter for the cutaneous evaporation determination in cattle","2020","10.31893/jabb.20029","3","8","223","228","['2318-1265', '2318-1265']"
8883,"Design, implementation and management of perennial flower strips to promote functional agrobiodiversity in organic apple orchards: A pan-European study","2019","10.1016/j.agee.2019.03.005",NULL,"278","61","71","['0167-8809']"
9598,"Design of a model of interaction between the colombian fruit&vegetal productive chain and logistics cold chain","2018",NULL,"1","23","77","94",NULL
4811,"Detección del virus de la leprosis de los cítricos tipo citoplasmático en los Llanos Orientales de Colombia.","2006",NULL,"2","7","67","72",NULL
9601,"Detection of IgM antibodies to leptospira in human population with occupational risk factors in Villavicencio, Meta","2008",NULL,"1","13","1120","1127","1220268"
8884,"Detection of linezolid resistance due to the<i>optrA</i>gene in<i>Enterococcus faecalis</i>from poultry meat from the American continent (Colombia)","2016","10.1093/jac/dkw490",NULL,"72","dkw490","678","['0305-7453', '1460-2091']"
4801,"Determinación de distancia óptima de siembra en papaya, Carica papaya L. para la zona plana del Valle del Cauca.","1986",NULL,"2",NULL,"66","74",NULL
4963,"Determinación de la curva de lactancia en vacas mestizas de un hato de doble propósito en la Región Caribe de Colombia.","1997",NULL,"1","2","54","57",NULL
4694,"Determinación de la excreción total de alantoína en suero de leche mediante Cromatografía Líquida de Alta Eficiencia (HPLC) en vacas Holstein alimentadas con pasto Kikuyo (Pennisetum clandestinum).","2004",NULL,"1",NULL,"64","69",NULL
4830,"Determinación de la producción de jalea real en colmenas de recría de diferentes dimensiones.","2007",NULL,"1","8","75","81",NULL
4952,"Determinación del área mínima foliar en plátano en el trópico húmedo.","1984",NULL,"2","19","183","186||186",NULL
4779,"Determinación de las condiciones óptimas para la trilla de arveja (Pisum sativum).","1984",NULL,"2","19","223","230",NULL
4846,"Determinación de métodos de muestreo y tamaños de muestra para estimar la incidencia de daño por ratas en palma africana.","1993",NULL,NULL,NULL,"47","54",NULL
6416,"Determinantes de la adopción de estándares en el subsector hortícola del Noroeste de México.","2011","10.21930/rcta.vol12_num2_art:229",NULL,NULL,NULL,NULL,"2500-5308 (e-issn)||0122-8706"
9602,"Determination of Attributes in Cotton (Gossypium hirsutum L.) Genotypes in Corn-Soybean Rotation Associated with Acid Amended Soils in the Colombian Eastern Plains","2015",NULL,"2","16","251","263",NULL
